feature,VIF
DRAIN_SQKM,2.193759579451578
BAS_COMPACTNESS,1.5642130900569609
PPTAVG_BASIN,5.276828118842142
T_MIN_BASIN,55.6003413837722
RH_BASIN,6.461777567682417
FST32F_BASIN,42.637026124861976
LST32F_BASIN,49.75030708005177
WD_BASIN,13.215109203989583
WDMIN_BASIN,10.028707483829269
PET,40.0662482006226
SNOW_PCT_PRECIP,9.38429907904169
PCT_NO_ORDER,1.5208090301561485
NDAMS_2009,2.3984672257863147
STOR_NID_2009,1.3696156249230682
POWER_SUM_MW,1.8291159310789116
FRAGUN_BASIN,99.1704419371918
HGB,11.627927170686174
HGAD,2.92890632337981
HGC,10.871830026752317
HGD,10.50331867874702
HGBD,4.095189891425772
HGCD,1.9272371049094816
WTDEPAVE,6.384261086099342
ROCKDEPAVE,3.613284790326132
CLAYAVE,3.6465207947608693
SILTAVE,3.510406897072934
ELEV_MEAN_M_BASIN,15.295831665111049
SLOPE_PCT,5.710992447401324
ASPECT_DEGREES,1.2445872890564016
TS_Housing_HDEN,85.27606176976978
TS_NLCD_11,1.7431909941836363
TS_NLCD_12,1.5163761106022167
TS_NLCD_22,16.094713181200817
TS_NLCD_23,7.280531688805079
TS_NLCD_31,3.435712122296601
TS_NLCD_41,75.08793796720813
TS_NLCD_42,96.09392741980122
TS_NLCD_43,7.445783635303079
TS_NLCD_52,55.38618552155921
TS_NLCD_71,34.97113720872939
TS_NLCD_82,8.7729864060533
TS_NLCD_90,7.817743758085036
TS_NLCD_95,2.37811523402708
TS_NLCD_DEV_SUM,27.786244160049712
TS_Population_PDEN,93.18904099832359
TS_WaterUse_wu,1.4554581776538988
