feature,VIF
Emb6,5.52912306429232
Emb10,32.33768687893394
Emb11,82.47383257211871
Emb15,30.436100669134767
Emb25,5.119047093122715
Emb48,56.13091352668121
Emb64,3.8514026852118444
Emb70,15.036758707513512
