feature,VIF
DRAIN_SQKM,3.1165234325053084
BAS_COMPACTNESS,1.790083840211055
PPTAVG_BASIN,7.807041320736397
T_MIN_BASIN,44.00989545033942
T_MINSTD_BASIN,2.093186723238109
RH_BASIN,10.801343196345083
FST32F_BASIN,44.128509229719754
LST32F_BASIN,33.292104386128585
WD_BASIN,64.26096066017351
WDMAX_BASIN,33.15165840805999
WDMIN_BASIN,13.604646738996292
PET,21.724266944264283
SNOW_PCT_PRECIP,9.243491792030836
GEOL_REEDBUSH_DOM_sedimentary,1.565269313513696
STRAHLER_MAX,1.475073988083887
NDAMS_2009,3.024190816902583
DDENS_2009,1.729761067218935
STOR_NID_2009,1.6607243806882488
CANALS_PCT,1.3874750572665757
POWER_SUM_MW,1.438906546000095
FRAGUN_BASIN,10.280214051024819
HGA,7656.351894977751
HGB,44007.386680271644
HGC,32132.08478224975
HGD,33184.09118779403
PERMAVE,6.066430251197731
WTDEPAVE,3.8743342612831504
ROCKDEPAVE,2.8203627582074584
CLAYAVE,7.225994847533133
SILTAVE,3.8710664476061023
ELEV_MEAN_M_BASIN,33.58916249055037
SLOPE_PCT,2.8553615593971204
ASPECT_DEGREES,1.4279485520959418
TS_Housing_HDEN,81.59689408298465
TS_NLCD_11,2.3104516327176383
TS_NLCD_12,1.539388994097441
TS_NLCD_31,3.1926301495744056
TS_NLCD_42,11.665562949537653
TS_NLCD_43,2.8435502965417583
TS_NLCD_52,7.49430715644879
TS_NLCD_71,3.959301901578769
TS_NLCD_81,3.453703221912363
TS_NLCD_82,2.300295811352643
TS_NLCD_90,2.0476685959663463
TS_NLCD_95,1.4687103181682974
TS_Population_PDEN,79.07926235110133
