feature,VIF
Comp0,1.0
Comp1,1.0
Comp2,1.0
Comp3,1.0
Comp4,1.0
Comp5,1.0
Comp6,1.0
Comp7,1.0
Comp8,1.0
Comp14,1.0
Comp16,1.0
Comp17,1.0
Comp20,1.0
Comp21,1.0
Comp23,1.0
Comp24,1.0
