feature,VIF
Comp0,1.0
Comp1,1.0
Comp2,1.0
Comp3,1.0
Comp4,1.0
Comp6,1.0
Comp7,1.0
Comp8,1.0
Comp9,1.0
Comp11,1.0
Comp12,1.0
Comp15,1.0
Comp18,1.0
Comp19,1.0
Comp21,1.0
Comp23,1.0
Comp24,1.0
Comp30,1.0
Comp32,1.0
