feature,VIF
Comp0,1.0
Comp1,1.0
Comp2,1.0
Comp5,1.0
Comp6,1.0
Comp8,1.0
Comp10,1.0
Comp12,1.0
Comp15,1.0
Comp17,1.0
Comp18,1.0
Comp21,1.0
Comp28,1.0
Comp29,1.0
Comp30,1.0
