feature,VIF
Comp0,1.0
Comp2,1.0
Comp4,1.0
Comp5,1.0
Comp7,1.0
Comp8,1.0
Comp11,1.0
Comp12,1.0
Comp13,1.0
Comp15,1.0
Comp18,1.0
