feature,VIF
Comp0,1.0
Comp1,1.0
Comp3,1.0
Comp4,1.0
Comp5,1.0
Comp6,1.0
Comp7,1.0
Comp9,1.0
Comp12,1.0
Comp13,1.0
Comp15,1.0
Comp17,1.0
Comp20,1.0
Comp24,1.0
Comp30,1.0
Comp31,1.0
Comp32,1.0
Comp33,1.0
Comp34,1.0
Comp36,1.0
