feature,VIF
Emb0,1.133609506247301
Emb2,1.1285315879531486
Emb6,1.0849378021590028
Emb42,1.1896506865599221
Emb49,1.4815292251235934
Emb51,1.0738936138287678
Emb74,1.4158881433565957
